,Class,DataType,filename,img_path,size,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
10,Plane,RW,biplane_12.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_12.png,60063,-2.8573444,2.7806082,1.0088156,1.2171829,-0.37631804,1.7603394,1.1343871,0.2377066,1.3219357,-0.39603862,1.1910886,-0.57815236,1.0111843,-0.88646907,-0.7967924,1.0801753,-0.43393403,1.4146049,1.6309582,-0.43976623,-0.0701918,-0.45500332,-0.64017856,1.3036871,1.7596958,-1.8992593,1.192292,0.57404274,1.4693375,0.07797596,-1.1840603,0.2524404
11,Plane,RW,biplane_13.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_13.png,10220,-0.53664434,2.5462842,0.045432568,-0.37884802,-0.17809987,3.4580715,0.22759584,0.70680034,-0.5053914,-1.9725432,-0.6445452,-1.3393189,-2.0232682,0.8061426,-1.5410534,1.4311498,-3.3609548,3.190867,2.9850228,2.0665126,-0.22641239,-0.52597463,-0.29239756,0.52749896,-1.2309164,1.0107368,0.89760613,-0.87380296,-0.6567712,-0.041692704,0.29606292,0.35930696
12,Plane,RW,biplane_14.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_14.png,70512,-0.053926647,3.900739,0.81699866,-1.803369,-0.38191336,2.9424913,1.4852393,-0.20120546,0.830743,-0.21197502,0.6562667,0.7048406,-0.9756291,0.23578364,-1.1627555,1.1118195,-1.9672999,2.1333497,3.2564049,-0.63805985,0.77836865,0.6569926,0.1398642,1.2724018,0.88985515,-1.0159247,1.592335,0.7559907,0.34914327,-1.5216912,-0.5718965,0.8987171
13,Plane,RW,biplane_15.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_15.png,40978,-0.36957556,1.9047086,-0.48888996,-0.39248195,-0.518241,3.34708,-0.22555064,-1.7428701,-0.54794276,-2.1504834,-0.2968042,-0.99719846,-0.7053571,1.1383349,-1.2322466,1.4013127,-3.04729,2.9390428,2.4014428,2.118312,0.11169839,0.41848844,0.3407042,0.98863304,-1.4497209,0.64520365,1.0503764,-1.2081473,-1.161752,-0.7825748,0.7719463,0.24861978
14,Plane,RW,biplane_16.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_16.png,29686,-0.58076024,2.677234,-1.1894234,-0.7278052,-0.95526296,2.024605,1.293297,-0.38483816,-0.05781555,-0.57629275,0.08989498,0.96619284,-0.03754303,0.34237224,0.0700407,0.9258925,-1.6288631,1.9336203,2.9875357,-0.08882791,0.18163666,-1.1161339,-0.36147472,1.1632714,0.40794677,-1.095573,0.8597476,1.4608159,0.6139797,-1.3236494,0.158378,0.50726795
15,Plane,RW,biplane_17.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_17.png,51860,-0.9820243,2.395948,0.31090492,0.0021866858,-0.65147,1.5507303,1.4871159,-0.19187734,0.27051276,0.53809917,0.6776816,-0.46159708,-0.16297174,-0.24391904,-0.6462976,0.8362644,-0.83061546,1.4300976,1.4102867,-1.1447256,0.81872976,1.6685842,0.4315721,0.69468737,-0.1361998,-0.90786755,2.1482406,0.2860341,0.49318925,1.4982959,-0.73897034,1.0433282
16,Plane,RW,biplane_18.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_18.png,127969,0.3859788,-0.16142389,0.2360657,0.7441859,-0.5314835,-0.14085484,-1.2778267,0.5924674,0.846251,-0.5364855,0.0584156,-0.01682967,0.2306431,0.9954792,-1.2855284,-0.27672413,-1.0135326,0.66504,1.0607479,1.276445,-1.2401056,-0.34032056,0.92797804,0.90813106,0.30506006,0.547088,-0.07689449,0.16975427,-0.97552603,0.59035295,-0.22453102,-0.5477941
17,Plane,RW,biplane_19.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_19.png,86869,-1.1147313,3.2731135,-0.9388191,-0.7884128,0.33420274,2.917932,0.8811847,-0.34937865,0.7869664,-0.4787857,-0.20882848,-0.31712377,-0.8683654,0.94912493,-1.0433259,1.3776114,-2.4721804,3.1503274,2.8741424,-1.0097954,0.51999086,2.1937861,-0.11001964,1.1020062,-0.1499124,-1.0915824,1.2990239,0.8366061,0.2620383,-0.56088835,-0.071225405,-0.15088809
18,Plane,RW,biplane_20.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_20.png,91998,-1.502862,1.3644894,-0.508151,-0.8423563,0.4122049,1.0512282,0.58323264,1.3315765,1.6441271,1.1308423,1.2699687,0.071567744,2.3786592,0.75002277,-2.5633316,1.1754029,0.4783082,0.5421635,0.7110766,-1.0618201,0.35028085,0.93080735,0.5476181,1.8526163,0.31929082,-1.2163278,0.04797086,-0.984071,0.0730744,1.2313683,-1.7534108,0.14100981
19,Plane,RW,biplane_21.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_21.png,105069,-1.2272639,3.2342,0.0674164,-0.2603199,-0.2878086,3.2037973,1.4534163,-1.3969647,0.32274163,-0.85256624,0.67142653,-0.1614011,1.5256922,0.34386724,-0.7599039,1.1430044,-2.440693,3.3508062,3.3010519,0.86098397,0.5122582,0.39070272,0.2897378,1.2791644,-0.18051454,-0.92995703,1.842901,0.8077641,0.17200837,-0.37755427,-0.6608652,0.45181835
20,Plane,RW,biplane_22.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_22.png,156660,-0.8757748,1.3722373,0.5856017,-0.8981736,0.2052798,2.019997,0.42967945,0.12885821,-0.5952755,-1.6637962,-0.79421204,-1.1207993,-0.22872359,1.0361623,-0.091124535,1.3748972,-2.3732169,2.1060617,2.2014506,0.8071072,-0.8879007,-0.9595748,1.5061349,0.29540294,-0.91912127,0.42199463,1.1883923,-0.17666253,0.5321158,1.1224649,0.92622423,0.8706413
21,Plane,RW,biplane_23.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_23.png,126681,0.23969775,2.0969725,-0.019668609,-0.43810526,0.03718347,2.3352418,2.161609,-0.6181718,0.31887674,-0.2557246,0.05613643,-1.7032447,1.5599362,1.4327744,-0.3812935,1.4467669,-1.3276006,2.4462576,1.0428975,-0.4721388,-0.048369884,-0.49251008,0.47383007,1.7144738,-0.055318013,-1.4837085,0.6137864,0.5614555,-0.58020306,-0.14272386,-0.37031212,0.3595822
22,Plane,RW,biplane_24.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_24.png,168439,-1.0556564,1.9186214,-1.4751203,-0.72503614,1.6203648,2.6845345,0.5961057,-1.2787089,-0.8418879,-0.73561126,0.059648797,-0.6197625,-2.342117,0.19428256,-0.8805303,0.67376995,-1.9721191,2.4151125,2.3144197,0.5547297,0.3141945,0.11239372,-0.59475183,0.4567324,0.07856822,0.66686434,0.23223054,-0.38980192,-0.4818037,2.2582457,1.0910333,-0.06528655
23,Plane,RW,biplane_25.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_25.png,69487,-0.39596263,1.8486892,1.7058358,-0.1236206,-0.606292,0.923401,1.5470593,-1.3193313,-0.11203274,-1.0202112,2.0337481,1.5006316,0.53318864,-0.06356322,0.2581432,0.19846946,-0.46555802,1.3915553,1.8631663,-1.8382165,0.7298486,0.8897706,-1.1143798,0.9552877,-0.6592444,-0.53636867,1.158292,0.73579377,0.050262332,1.0363367,-1.4082291,-0.20925644
24,Plane,RW,biplane_26.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_26.png,24254,-0.24296927,2.2680986,-0.33381078,-0.31774685,-0.42790774,3.4394064,-0.81707364,-1.4343826,-0.544269,-2.1922743,-0.008087415,-1.4623568,-1.5989269,1.759136,-1.9126983,1.3536512,-3.7764874,3.722023,3.2712858,1.7711271,-0.99050844,0.109527186,0.37521058,0.27664006,-1.4055562,0.6253711,0.6889754,-1.5413136,-1.349929,0.49778914,0.7610334,-0.28134045
25,Plane,RW,biplane_27.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_27.png,120843,-1.4801023,2.0567183,1.4376383,-3.3637304,-0.11175884,1.4002317,1.2160999,-0.56960875,1.2248478,1.5789685,0.6033467,0.46193236,0.6832044,0.033903282,-0.29369435,0.43066016,-0.9790051,1.694807,2.5731986,-1.0762675,1.974766,0.889405,0.07587537,0.9815025,0.770498,-1.6871824,-0.079566956,-0.60565925,-0.06085348,0.11900075,-0.697109,1.1470047
26,Plane,RW,biplane_28.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_28.png,142014,-0.63984513,2.1445367,-0.10044968,-0.842998,0.40273294,1.3856431,0.8786049,0.58923024,-0.7273618,1.6622536,1.4153651,-0.17598397,1.3664265,0.56451446,0.28017104,1.417042,-0.3684173,1.5578628,1.2827011,-0.32448855,-0.49752462,0.41019464,-0.9238645,1.0887101,1.3082024,-1.5022349,0.8015468,0.67246354,0.37729448,1.2622048,-1.8874512,0.7824083
27,Plane,RW,biplane_30.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_30.png,49340,-1.3884497,3.8642786,0.15205084,-0.7852944,0.02217251,4.2059584,0.341122,-1.9610085,0.21024191,-1.4691725,-0.10868455,-1.7004997,-1.426434,1.0425406,-1.3775617,1.6005473,-3.474319,4.0448055,3.5333765,0.70969474,-0.9219009,0.20383148,-0.16204184,1.0315851,-0.2430458,0.026335776,1.6749653,-0.17254396,0.5102091,-0.31787086,0.06300756,0.14959386
28,Plane,RW,biplane_31.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_31.png,41631,0.032566488,1.767913,-0.2287607,-0.20303994,-1.4788105,3.0779297,-1.1631109,-1.9661382,-0.49319258,-2.4647295,-0.16184641,-1.3308039,-2.1188612,1.9845324,-1.6687973,0.80316234,-3.6197011,3.1020997,3.084364,1.8935587,-0.49733743,0.12750334,0.18071245,-0.11417245,-0.8044245,1.3611479,0.9880366,-1.423073,-1.3658015,-0.44165164,1.0073863,-0.49700242
29,Plane,RW,biplane_32.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_32.png,103814,-0.34122932,1.7599378,1.0636572,0.73949057,-2.22606,1.0500392,0.98547935,-0.4964627,2.2388217,1.4153655,-0.67539966,0.55451304,0.29306036,1.1199176,-0.81767666,-0.25789574,-0.3171473,0.5475828,0.8383137,0.052874744,-0.6901968,0.94731057,1.5945514,1.1702228,-0.096960545,-1.0721622,1.7645409,0.50594497,0.6736251,1.3695276,-1.567078,0.9838518
30,Plane,RW,biplane_33.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_33.png,103935,-1.2138437,2.8971596,1.4891506,0.1779747,0.09018983,3.2782633,1.0573715,-1.0979636,0.56455374,-0.95204794,1.1890345,0.029972523,-0.68128234,0.09614594,-0.84833497,1.112613,-2.1159546,2.7109277,2.8739815,-0.23717077,0.48709077,0.4414848,-0.2109782,1.1097684,0.21636057,-0.9797193,1.8363444,0.7564157,0.5551212,0.8172065,-0.66850024,0.96560085
31,Plane,RW,biplane_34.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_34.png,99738,-1.0448322,3.3600256,-0.107136846,3.0606277,0.419545,2.4730954,2.4319758,0.3003201,2.060757,0.3574009,1.438802,0.3993977,-0.7038998,1.2150756,0.5569427,0.99727947,-1.5461235,2.2042255,2.8771079,-0.64007145,-0.2875461,-0.9502833,-0.21883108,1.8649706,1.8563943,-1.806017,0.9271563,0.7137181,0.76166356,0.38133585,-1.4289795,0.44327265
32,Plane,RW,biplane_35.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_35.png,119439,-0.2095952,1.3500571,-0.76107687,-0.3330692,-0.4874684,2.4748328,0.77090734,0.4152404,-0.14759599,-0.6367882,0.94800746,-1.6117146,1.3671856,-0.09536022,-0.5350412,1.780364,-1.2923244,1.421585,2.0995452,0.22797659,-0.4378982,-1.483671,-0.18048392,0.35625985,0.10738641,-0.6612052,1.0139003,-0.63155407,1.3547616,2.0363595,0.019362304,0.51643515
33,Plane,RW,biplane_36.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_36.png,108331,1.9345756,-2.9492068,-0.37796968,-0.36510932,-2.474143,-2.6122012,-1.7302296,0.4874992,-0.6392696,-1.4639411,1.0307757,-0.62967455,-0.5726945,2.3941462,-2.9611042,-0.46244583,-1.0840464,-0.65510356,0.14572218,0.7620461,-1.4740049,-1.6566257,-0.7429649,-0.8138768,0.61801296,0.8773663,-0.5194205,-0.69022036,-0.15284777,-1.9648718,1.2924451,-0.30605367
34,Plane,RW,biplane_37.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_37.png,177378,-1.497534,1.8298973,-0.48616,0.14514586,-1.088272,3.0231702,1.2949077,-1.1426156,1.2442287,-0.8499476,0.7201087,-0.33915403,0.56195104,-0.045598526,0.614765,1.2837054,-1.468569,2.6075945,0.6626049,-0.16349837,1.6721635,-0.8894515,0.075100325,1.484839,1.2305341,-1.1522928,1.7068921,0.88734525,0.8343118,-0.7593778,-1.0567228,-0.4789342
35,Plane,RW,biplane_39.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_39.png,68833,2.0760179,-1.9306908,-0.7738642,-0.4907049,-2.5004396,-1.6284053,-1.9739518,0.5842687,-1.986079,-2.221401,0.69404674,-1.0157213,-0.58130056,3.1276803,-3.3676867,-0.5523994,-2.121064,0.65330803,1.3303001,1.2864996,-1.7955247,-1.4331805,-1.2353796,-0.3974169,0.53484136,2.4343026,-0.6381039,-2.0059757,-1.4845719,-2.1803083,1.5456178,-1.050663
36,Plane,RW,biplane_40.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_40.png,16985,1.7025925,-1.2404016,-0.1448549,-0.10857736,-1.5236753,-2.9296768,0.8150608,0.7173414,-0.4048379,-0.090557516,1.5851079,-0.48486444,0.14641112,1.6769578,-2.61729,-1.7730112,0.70793533,-0.78390634,0.4584787,-0.9107373,-1.0583969,-0.09850752,-0.08837378,0.37364206,1.908293,-0.18518908,-0.63699865,-1.0067505,-1.8559849,-0.24640189,0.146511,-1.2437308
37,Plane,RW,biplane_41.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_41.png,110747,-0.76438034,2.5541272,-0.26857945,-1.2823421,-0.32443798,2.9643087,-0.22166339,-1.3777313,-0.18961006,-0.9911656,-0.12756541,-1.0964656,0.37810963,0.27812707,-1.0545543,0.4253999,-2.095682,2.1608722,2.3874102,0.8164368,0.106681615,0.78489935,-0.44345054,0.9338733,-1.7044449,-0.75496507,1.1012192,0.1539113,0.41844144,0.58968306,0.35260662,-0.01288636
38,Plane,RW,biplane_42.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_42.png,85551,-0.17710914,2.4569647,-0.3091223,0.00017523766,-1.0699506,3.1074228,-0.5850281,-0.5472781,-0.017410148,-1.1151468,0.39250898,-0.35370845,-0.31808394,0.65001905,-0.7686538,1.2723296,-3.0350757,2.7678542,2.8741162,1.1016192,-0.45048672,0.042167038,0.203056,-0.033105522,-0.2661925,-0.08537179,0.5263308,-0.545694,-0.8302212,0.5068208,0.66819984,-0.04373178
39,Plane,RW,biplane_43.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_43.png,106698,-1.6160558,1.9682134,-1.1893148,-0.90374374,0.76587516,1.2491628,2.2789578,0.09809613,0.34203807,-0.4647423,0.3229937,1.9193397,-0.2669415,1.1560469,-0.80499476,0.35134202,-0.6743432,0.8882806,1.1005342,-0.9676125,1.3429718,3.117956,-0.4445478,0.89526945,0.36848885,-0.670685,-0.8914736,0.40609047,0.36349264,0.47957766,-0.2744439,-0.10690746
40,Plane,RW,biplane_45.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_45.png,55661,-0.28649786,2.8524113,0.2766503,-0.1517127,-0.08301027,2.2150793,0.20699418,-1.502674,0.89497817,-0.0004932806,0.7748387,0.5093861,-0.71742046,0.5128782,-1.3161452,0.67970437,-2.190051,2.254205,2.6835842,-1.3723445,1.0720172,-1.9573447,-0.2246151,0.85053587,-0.44464594,-2.074368,1.1040295,1.0442231,0.8445913,-1.242716,-0.6118576,0.9032259
41,Plane,RW,biplane_46.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_46.png,38676,-2.065875,2.6853848,0.647539,-0.09946293,-0.006945504,2.9770656,2.9780161,-0.23747861,0.21480107,-0.18535964,-0.9899222,0.083366096,0.592857,-0.7781612,-0.31547832,1.1776941,-0.81406933,1.8294411,2.2309494,-0.6115862,0.3286407,-1.003681,-0.009700779,2.4579816,2.064409,-2.2042122,2.1704452,0.8778334,1.1088164,0.8587235,-1.3434745,0.46015462
42,Plane,RW,biplane_47.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_47.png,53961,-0.44382602,3.0269938,0.915039,-0.45908856,-0.07311714,3.4384427,1.310631,-0.9463917,0.19636127,-0.37927347,0.42202798,-0.23609626,-0.5722574,0.55311924,-0.03655243,1.0566485,-1.6686441,2.4235272,2.8320982,-0.2721585,-0.16998726,-1.3110179,0.1588712,1.5117788,0.86121476,-0.9406638,2.1578739,1.0339403,0.4067067,-0.14337218,-0.3676138,0.71117646
43,Plane,RW,biplane_48.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_48.png,136887,-0.89322865,1.9069322,-0.58535415,0.48930204,-0.58521616,2.120663,0.953943,-0.9218806,-0.5946781,-1.4993051,0.4358047,-0.12920748,-0.6409168,0.4134843,0.044571877,0.4651947,-1.8757365,2.762077,2.4671488,0.92819124,0.6176176,-0.93651956,0.63555825,0.66395974,-0.4033816,-0.085502416,2.0175529,0.7079823,1.5112742,-0.025067583,-0.6127419,0.6522808
44,Plane,RW,biplane_49.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_49.png,136161,-1.6726916,2.8041642,-1.2013272,0.23493414,0.15624325,2.7124865,1.848657,-0.21092233,0.5565082,-0.45581362,-0.5710325,-0.29042602,0.40031797,0.5008383,-0.9952344,0.2360723,-0.8122233,1.7723039,1.6089972,0.11283159,0.4318532,-1.8834333,-0.10782052,1.9729487,0.19208089,-1.1943972,2.3063688,0.95513153,1.5865911,-0.1993539,-0.753295,1.5891316
45,Plane,RW,biplane_50.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_50.png,197331,2.9244728,-4.4800305,-0.50267947,0.70785576,-4.1494384,-4.713648,-2.0235817,-0.25477728,-1.354033,-1.3828623,2.565174,-0.27315342,-0.9128374,2.9312189,-4.5170875,-1.016783,-0.8737168,-0.9977941,-0.15133724,0.0731871,-2.3827374,-1.7029784,-0.77943593,-1.2616391,2.4369323,0.14521204,-0.95671785,-0.2148522,-1.1392223,-0.31217176,1.5015893,-1.1645613
46,Plane,RW,biplane_51.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_51.png,48406,-1.4249295,2.8305964,0.34416807,-0.7675987,-0.97816896,3.445213,1.1155348,-0.51219946,-0.67927885,-1.1369718,-0.49258482,-0.53111637,0.1641283,0.53779536,-0.71896887,1.7901828,-2.3418841,3.4762847,2.692529,0.09409264,1.533905,0.6986624,0.7733341,1.376973,-0.9980037,-0.54636645,1.1611227,-0.034627624,-0.20401698,-0.5640801,-0.3465135,0.08246371
47,Plane,RW,biplane_52.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_52.png,17959,-1.1279943,2.241807,0.8165542,-0.31394598,-0.2137822,2.1512568,1.2465763,-1.107523,0.079249054,-0.22382575,1.1075032,0.63402146,-0.022234559,1.4413831,-0.8674082,0.74595714,-1.6055163,2.2725675,2.0884092,-0.45110324,1.44535,-0.4442613,-0.16964656,1.3749063,0.88928133,-0.5497453,0.7249477,1.1815387,-0.81530786,-1.1340373,0.021251053,0.7899786
48,Plane,RW,biplane_53.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_53.png,75603,-1.5507717,2.819625,-0.45899907,-0.5191627,-0.6170041,3.8156133,0.31182024,-1.6586864,-0.25893536,-1.8907404,-0.7537277,-0.9331549,-1.3081797,0.9055089,-0.78147554,1.0791144,-2.8721054,3.3036394,2.7139359,1.1997908,-0.040766865,0.687169,0.56417614,0.37350228,-1.2657458,0.1482827,1.3332064,-0.513072,-0.12278095,-3.2480197,0.53367674,-0.25319752
49,Plane,RW,biplane_54.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_54.png,106650,-2.0342412,3.5898335,-0.1377421,-0.045280427,-0.540277,3.3441498,1.2659057,-1.0018007,0.08303733,-0.85955215,0.07900077,-0.4068229,-0.029683828,-0.44565713,-1.058241,0.90129167,-2.9128227,3.691288,3.0819747,0.47840655,0.95264864,-0.25228697,1.2020755,1.3127402,0.5513849,-1.232441,2.136544,0.9989735,0.88732135,-1.4744086,-0.27296904,0.803361
50,Plane,RW,biplane_55.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_55.png,80151,-0.11718804,2.002334,0.05759561,1.2913456,-0.13082185,1.5094017,1.5792003,0.56529695,0.614095,0.5702085,1.2071115,1.1704776,1.0229766,1.0534568,-0.8258739,-0.17009994,0.02772076,-0.0797919,0.2744246,-0.9526731,0.47249383,1.8855113,-0.8948073,0.8216197,0.44027382,-1.5508904,-0.21830809,0.36563188,1.1909082,-1.1356933,-0.57435846,0.025412627
51,Plane,RW,biplane_56.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_56.png,100416,-0.77797693,3.616022,0.006241381,-0.2786515,0.3733664,3.720492,1.0227402,-0.7670641,0.5757794,-0.6994176,0.19986558,-0.5320576,-1.2463951,0.15404734,-1.3208257,0.6753853,-3.0108416,3.759363,3.3901308,-0.09739071,-0.49994063,0.41445667,0.21342142,0.6264131,-0.84863484,-1.5796044,0.5505625,1.0670936,0.1361492,-0.893939,-0.4531572,1.078209
52,Plane,RW,biplane_57.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_57.png,117571,-1.0672046,1.1062049,-0.42927545,-0.28681466,-0.19630553,1.26018,1.227475,-0.69693553,-0.19799303,-0.31600583,-0.31781322,-0.064995766,0.1970774,-0.52447385,-0.8294319,0.020462811,-1.9792206,2.890143,0.6630601,0.6655038,0.022289798,0.52731156,-0.708259,0.59483397,-1.0025572,-0.37735713,-0.45622408,0.43773973,-0.7747795,1.5449847,0.6044311,0.71074015
