,Class,DataType,filename,img_path,size,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
15,Plane,RW,biplane_17.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_17.png,51860,3.5177696,0.5298785,1.676878,1.1459997,1.017109,0.33632696,-1.0680878,-1.2866509,-0.32726923,0.38339558,-1.3408225,-0.6606811,1.1586112,0.10370718,0.40405878,-0.88462734,0.28596014,-1.0349746,0.51348037,-0.5014572,0.6068748,2.057975,0.14976954,1.610454,-0.18232667,0.5134179,-0.40835744,0.9703883,-1.5401388,0.89485896,-0.9203075,2.6266308
16,Plane,RW,biplane_18.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_18.png,127969,0.429757,-0.11407809,0.7910023,-0.73593736,0.5582759,-0.39209124,-0.360893,-1.2700162,0.12028894,1.4362402,0.66485244,1.3760297,1.4219755,0.35551775,0.583192,1.184024,-0.4898181,0.68979764,0.020860408,0.07156049,1.5824662,1.241449,-0.57607144,1.1447383,0.21445984,1.8999621,0.3124016,-0.46751875,-0.8352809,-2.2092383,-1.3902864,-0.2138918
17,Plane,RW,biplane_19.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_19.png,86869,0.43120456,-0.3956676,0.65568763,-0.96494406,-0.6351529,0.09559001,-1.4176868,-0.8621347,-1.1489035,0.804546,-0.011046618,0.4312152,1.5788115,-1.1034093,-0.8484794,-1.3006526,0.23896697,-0.86560667,-1.1797554,0.40508437,-2.8351471,-0.09893216,-1.1749433,0.38978648,0.27354395,0.2511828,-0.20767659,-0.62838554,-0.89865005,-0.8971694,1.2093745,-0.27425647
18,Plane,RW,biplane_20.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_20.png,91998,0.29886886,0.71851015,1.1110339,-0.81911767,1.3357265,-0.12988949,2.0288029,-0.94357634,1.6610024,-0.83078265,0.032176465,1.2935894,1.8740683,2.9397202,-1.7675585,-0.09512087,1.2721537,-1.1940677,0.39890987,-0.30378467,-1.758702,0.20150618,0.84548974,1.4393061,0.21306807,1.0547478,-0.46947998,-1.0639021,-0.8824158,-0.80634665,0.36325425,0.6132878
19,Plane,RW,biplane_21.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_21.png,105069,2.1762395,1.0986834,0.8868108,-0.071741164,-0.42356208,-0.45477983,-1.0288743,-1.072355,1.4941087,1.0311749,-0.56541735,-0.04071039,0.44008404,0.75263786,0.0785299,-3.1621008,0.01368694,1.1376837,-1.4780743,-0.20320702,-0.9321038,0.9243181,0.8351103,1.2533213,-1.1587701,0.6735288,0.5958568,-0.7292267,1.1327078,-0.87734395,-1.7158023,-0.9125989
20,Plane,RW,biplane_22.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_22.png,156660,1.7735547,1.591922,1.9927837,-1.6489422,1.3981423,0.8675335,-1.8416933,-2.883326,-1.7131971,0.24874431,0.22720098,1.6050178,0.89567924,0.32296824,0.77426755,-1.6438639,0.0043514743,1.0432242,-0.49436575,0.31476498,-1.6081297,0.8828592,0.4277448,-0.8675457,-1.1309936,0.15921043,-1.1153535,0.69455445,0.06860149,-0.043544054,1.3934551,-1.0052633
21,Plane,RW,biplane_23.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_23.png,126681,-1.1552495,0.376878,-1.1388667,0.032009244,-0.45298445,-1.7684923,0.9280261,0.48057896,0.9734298,-0.011430383,0.59115624,0.74654734,1.071852,3.4841554,1.0022079,-0.9760002,-0.87464416,1.518986,-0.031642705,0.39312318,-1.9215599,-0.4834122,0.5759414,-1.3785148,-1.4632797,-0.76707196,-1.318704,0.30321652,-0.007539779,0.0138144195,0.38167608,-0.4783552
22,Plane,RW,biplane_24.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_24.png,168439,1.4032717,0.9589298,0.25937498,-1.2932675,2.4832335,0.9796775,-0.9437864,-2.8636684,-0.55177975,1.2068932,1.0730909,1.1676487,2.6536741,-0.7589262,-0.038174883,-0.41227335,-0.276959,1.1614213,-0.7460772,-0.4022311,-0.32700688,-0.69979894,0.04312566,0.17111379,0.29325706,0.93599516,-0.096776605,-0.8246422,-0.91347146,-1.739531,-1.6764252,1.5146153
23,Plane,RW,biplane_25.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_25.png,69487,4.052545,-0.38056105,1.8367091,-1.4332224,-0.9658529,-1.8543891,0.5527185,-1.4042505,0.37792054,0.35585296,0.8182868,0.80661535,1.5857738,1.444097,-1.8844557,1.627593,-1.5170436,0.93368524,-0.29280943,0.32881936,-0.028565407,1.0371752,0.6408013,-1.5097281,-0.374508,0.9116284,-0.42687234,-1.7200854,0.92382634,-0.5018394,-1.6518587,0.62419665
24,Plane,RW,biplane_26.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_26.png,24254,-1.9167521,-1.0528523,1.1746968,-0.8371661,1.1802936,0.7637275,-0.4174274,-2.6986413,0.4688115,1.2504106,-0.062440693,0.038572133,0.8378201,0.66980815,-1.2827196,0.25607324,-1.3909838,0.46382886,-0.964749,-0.27610815,-1.3750095,1.1718354,2.2710385,-0.527728,-0.18018639,0.17448293,-0.89832246,-0.08292554,0.9431426,2.3265371,-1.4770145,-0.05074942
25,Plane,RW,biplane_27.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_27.png,120843,1.9345574,0.66533995,0.0014643669,0.6917039,0.08151585,0.50597674,1.1759946,-0.3649011,-0.020196617,0.04364425,-0.5648093,-0.42713022,1.1441096,0.33744425,0.43606338,-0.21605192,1.3693213,-1.0947218,-0.5541607,0.22434407,-0.22835958,-0.1692381,1.8320881,-0.11648907,-1.0392168,1.7446945,-0.9504547,-0.47843176,1.448489,-2.273668,-1.9170079,1.0495722
26,Plane,RW,biplane_28.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_28.png,142014,0.9331913,-1.5076243,0.9353274,0.30549872,-0.79722893,-0.050039828,0.37812617,-2.379513,2.1498675,-0.2534984,2.5323439,0.3741606,-0.27357638,1.4598742,0.5728615,-1.647464,-0.41773027,0.6476765,-0.7274616,0.62461644,-0.6809009,-0.6984741,1.0058357,0.69430184,-2.3321216,1.976418,0.01292485,-0.79491,-0.79076827,-0.15942246,0.43249148,1.279327
27,Plane,RW,biplane_30.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_30.png,49340,3.6208029,0.6229049,1.93841,-1.1586541,-0.4678926,-0.24700387,0.9847348,-2.3107002,0.83973694,-0.5423288,0.16011578,-1.08514,1.682305,-0.49263576,-0.12176389,0.09015757,-1.9994625,-0.124904156,-1.1003785,0.9586505,-0.4085938,-0.422536,-1.0135612,0.48915285,-1.2845782,1.3008802,-0.6282175,0.24920526,-0.6814948,1.285465,0.75630575,0.95842093
28,Plane,RW,biplane_31.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_31.png,41631,0.53356636,0.71944225,0.77313185,-1.1240656,-0.6999451,-0.21250172,-0.42012984,-2.6313975,0.49486917,0.6981809,1.0798542,0.10996282,0.73306155,1.1786035,0.63169265,-1.628364,-0.82911533,-0.41662234,0.6441138,1.2367371,-1.7721959,-0.5045468,0.9237041,1.174094,-1.995002,-0.10429424,-1.3081063,1.3773049,0.88482904,0.27113163,-1.6814678,1.0837501
29,Plane,RW,biplane_32.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_32.png,103814,1.1279213,0.059687253,0.9993325,-0.9495207,-0.9963847,0.7756881,1.4355733,1.2174442,-0.15645787,0.1860981,0.517597,-1.795969,1.3591385,-0.24625412,-1.6625822,0.3883747,-1.2794428,-0.754043,0.60314,0.7713343,-0.5484182,0.55511165,0.85433424,0.08160679,0.3773231,-0.016692549,-0.4496318,-1.5457643,0.30807948,0.65535754,-0.024405375,-2.2982972
30,Plane,RW,biplane_33.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_33.png,103935,1.9793024,0.34836334,1.170743,-0.45421112,-2.1515312,-0.340256,-0.8593477,-2.924438,0.14865004,1.0280991,0.3441289,0.9316179,1.6628352,-0.7440251,0.9761735,-0.6967024,0.42555922,2.0461066,-0.46102107,0.31808147,-0.91998875,-0.3781572,1.7940423,0.70245177,0.10623145,-0.79914904,-1.6850969,-0.58125997,0.6290011,0.8235927,-2.564193,-0.900853
31,Plane,RW,biplane_34.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_34.png,99738,2.5375736,0.6242268,0.50233376,-0.22692609,-0.3928725,-0.6727343,-1.8874347,0.2967958,0.22571236,-0.41447705,0.7598455,0.97283083,2.1522207,0.074863285,-0.058925174,-0.23595873,-0.93195575,0.93436146,-0.63129455,0.22573532,-0.13620317,0.67479897,-0.53519243,-0.39710954,-1.359165,-0.4711829,-1.8721645,0.8248422,-0.35308468,-0.18860127,-1.0794928,0.05906391
32,Plane,RW,biplane_35.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_35.png,119439,2.0530858,-0.26572627,1.5578973,0.557911,-0.3437528,1.4925802,-1.3698406,-0.36169535,-0.5114305,-0.4950388,0.3520502,-0.90032786,1.0127586,0.52223754,-0.13525152,0.94284344,-1.7661713,-1.4878345,-1.66346,0.41151002,-0.7866687,-0.19665611,1.7650785,0.6846948,0.72151273,1.1113992,-0.24867266,-0.3214907,-1.178163,-1.5088462,-0.71654594,0.5997096
33,Plane,RW,biplane_36.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_36.png,108331,1.4832683,0.16403274,0.9266541,-0.25913516,-0.78101057,-0.8083527,-0.60217613,-0.71430063,0.43329,0.6541677,0.6620395,2.251063,1.7766039,-0.4265179,-0.40894562,0.34096205,0.97466725,1.0245594,-0.7817372,0.64740914,2.4258897,0.19875976,0.03888408,-0.44610864,-0.79080606,2.604732,0.05630809,-0.38660434,-1.0826725,0.6543471,0.36734635,1.3248802
34,Plane,RW,biplane_37.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_37.png,177378,1.7965026,0.583653,1.4251981,-1.1388617,0.78919953,0.9730672,-0.53103137,-1.7730471,0.20027843,1.0585383,0.49097738,-0.87668645,0.94198096,0.6125807,0.76512,1.4351755,0.5682006,0.5734372,0.7417841,-0.033755388,-0.068314254,-0.033052087,3.1275465,-0.789713,-0.5258285,2.1717231,-1.3374248,-0.753517,-0.55202985,2.2044413,-0.020173341,2.3676164
35,Plane,RW,biplane_39.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_39.png,68833,2.240446,-1.5654832,0.8686708,-1.4241433,-0.7026394,-1.5204829,0.22016197,-1.2787088,0.7381665,0.17330614,0.25341856,0.6597974,0.16889185,-0.038868546,-0.03217244,-0.1615099,-0.314958,0.42943233,-0.19491535,-0.25443256,-1.1833849,0.8207255,0.39888635,-0.49656162,-0.55964017,-2.8970988,-0.59932804,-0.85063756,-0.97791386,1.9101137,-0.3772819,0.60425603
36,Plane,RW,biplane_40.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_40.png,16985,0.55989903,-0.6514815,-1.5635113,-1.6786046,0.993541,0.38541904,1.1823134,2.1277266,0.8227461,1.7270888,0.8620363,-0.26253802,1.2017279,-0.356976,-0.086235285,-1.020682,-0.73726976,0.5326538,0.22502393,-1.0018878,1.4348253,-0.31067485,-0.2733682,0.18354562,-0.69337416,1.0336249,-0.16421682,1.1641166,0.9851296,-0.09516441,-1.3342761,-0.32985896
37,Plane,RW,biplane_41.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_41.png,110747,0.3271767,0.16360244,0.20370221,-0.90346974,1.2798352,0.23726839,1.645807,2.4741602,1.0809698,0.7039648,0.9560113,-0.13464147,1.3258705,1.7964863,0.83179337,0.16354181,-1.3928472,0.22465703,0.16011061,-0.28012863,0.07197213,0.9557623,1.0211978,-0.20185214,-2.3227558,1.6782919,-0.5987694,0.17206962,0.12171477,0.6846074,-2.186338,0.14149329
38,Plane,RW,biplane_42.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_42.png,85551,1.1020483,2.2169735,-0.12652665,-1.2251012,3.3735464,0.69244766,0.19038719,-0.9139008,-0.29243684,0.7817335,0.9517596,1.2423694,0.4341206,1.1954802,-1.0000702,1.6327618,-1.5845102,-0.9383811,-0.99663424,-1.2614735,-0.7470894,-0.5066725,-1.1374683,-1.1149026,-1.5268711,-0.63342744,-0.66519403,0.5759932,-2.2554274,-0.30338454,1.2479644,0.7735172
39,Plane,RW,biplane_43.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_43.png,106698,3.2173219,-0.92075586,0.30525902,-1.1072767,0.060783476,-0.3552503,-1.0872177,-1.2770836,0.46867245,1.2917037,3.030921,0.1718172,0.88552636,3.6918404,1.0260328,0.12675522,-0.008112319,0.45415217,-1.5114789,-0.13476303,-1.6820924,-0.7882813,1.1966453,0.90807325,-0.18475014,0.027036414,0.114114106,-0.5811339,0.12698582,0.9872503,-1.0250998,0.8865491
40,Plane,RW,biplane_45.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_45.png,55661,1.4401798,-1.1877496,0.9761356,-0.8622501,1.0505129,-0.99055487,-0.25816602,-0.3989207,0.2628308,-1.4786899,1.8271458,3.0992045,1.4974424,-0.7915057,0.15425907,0.31476265,-0.88627225,1.6554669,-1.2719893,-1.366306,-0.83467925,-0.12189023,2.625003,0.43397757,0.9966382,0.46105802,0.40597165,-0.22105244,-0.62305164,0.75559556,-0.9449164,0.549112
41,Plane,RW,biplane_46.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_46.png,38676,2.4970455,0.3245334,0.51377845,-1.5255375,0.98841435,-0.48056072,-1.2640288,0.20981777,-1.4767773,-0.124103725,0.4479322,0.82957387,2.0848122,0.34378594,-0.29499835,-2.355446,-1.1768622,2.047245,-0.442046,1.3042969,-0.41955233,1.7012653,2.110821,1.4865059,-2.8813884,1.5876964,-1.2545978,0.121215254,-0.9359841,2.4664593,2.064865,0.8592642
42,Plane,RW,biplane_47.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_47.png,53961,0.06715965,-0.50926155,1.3403192,1.1882758,-0.41747153,1.6315737,1.4160734,0.59561944,1.4002197,1.0984603,1.1947395,1.8256986,1.2325519,-0.6953242,0.15283135,-0.7763267,-0.16033463,1.1538432,-0.5124626,0.29265353,-0.7396125,0.60306495,0.6910021,-0.29520592,-2.286867,-1.0146571,-3.1458263,-1.3252615,-0.7242017,0.9146476,-0.37652466,0.24157232
43,Plane,RW,biplane_48.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_48.png,136887,-0.46694815,-0.1797879,0.97069573,-1.8569586,0.8435499,-0.4907033,-0.5220854,-0.1433782,0.17431638,0.8230294,0.9338693,0.9739723,1.140203,0.11851397,-0.16251485,-0.73970145,-0.3593966,1.4585768,0.33457324,0.94040763,-0.00029206276,0.07949519,2.400972,0.05893068,-1.7553086,-1.7024075,0.03245175,0.15672058,-1.562102,1.5860614,-1.9947368,1.7995813
44,Plane,RW,biplane_49.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_49.png,136161,0.9871482,-0.4270537,1.0757351,-0.2294276,2.067015,-0.33478883,-1.6474042,-3.010634,2.2915616,0.80635905,0.3092321,-0.22268799,0.48377204,0.80939525,-0.38852686,0.35693914,0.29292494,-1.0278097,-0.669693,1.4119248,-0.9496101,2.140948,1.7545954,0.10905584,-0.6896356,0.8670209,-1.0726786,-0.34785953,0.76370674,0.765924,1.0873777,1.4221146
45,Plane,RW,biplane_50.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_50.png,197331,1.7319415,1.5593624,-0.6545302,-0.75931513,-1.4454039,-0.27853876,0.17143992,-1.139029,0.46231347,0.64250535,0.36794117,1.4379536,-0.48899308,-0.27015987,0.09776902,1.2650003,-0.16226912,-0.33641285,0.5094087,-2.4428897,-0.7655224,-0.7805333,0.91100943,1.1305631,0.65419745,-2.522847,-1.3344824,-0.48174858,-0.23396784,-0.42122668,-0.28952497,1.2051704
46,Plane,RW,biplane_51.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_51.png,48406,1.1030847,-0.720047,0.51206076,-0.06517619,0.3772371,-0.24165358,0.13976264,-1.0249377,0.19503832,1.1345394,1.3355799,-0.18932068,2.152844,-0.58829623,0.5979914,-1.0880785,-1.5068218,0.31174505,-0.34710103,0.0883062,-0.3334589,-0.06602439,0.61768585,0.96312547,-1.1722275,-1.7397621,-1.9194083,-1.013099,-0.38922548,-2.0404074,-1.7519755,1.6601993
47,Plane,RW,biplane_52.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_52.png,17959,2.2485814,0.124620065,0.63666993,-0.41441858,0.50697535,0.42586493,-0.7430002,0.20244622,1.2185696,-0.060445726,-1.1208906,1.9954607,-0.22666657,-0.21739799,0.75124943,0.32738382,-0.8734262,0.06068945,0.77352077,0.2505695,-0.08780834,1.464662,3.0146675,-1.1181471,-1.4752121,-0.5212724,0.0628019,0.0026952475,0.04541084,0.16264385,1.296068,-0.9311779
48,Plane,RW,biplane_53.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_53.png,75603,4.4614897,0.9835588,1.6946089,0.26725984,2.0808644,0.46485746,-0.2049451,-2.6073365,0.526818,0.5335399,0.99753267,0.42140958,2.394864,-0.67972404,-1.0257154,-2.7714186,-0.21523803,0.1636155,-0.46347052,-0.27024725,-0.69805,-0.47919175,-0.65211797,-0.16865025,-1.892389,1.2142506,0.052980065,-0.9538588,0.53663325,-1.5276309,1.369234,0.83431065
49,Plane,RW,biplane_54.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_54.png,106650,-0.39913702,1.2271986,2.2776332,-0.9133389,1.2809056,0.6399692,0.5376922,-2.5445218,1.3820791,0.5919759,1.0364249,0.6849886,0.72679037,1.4714333,0.6571402,-1.4125547,0.3836348,0.771575,0.13258964,0.17863388,0.7396776,-0.8820213,1.2888833,0.030981565,-0.6819433,-1.538872,-1.8325133,-0.15834713,0.38961673,0.72959924,-0.71096385,0.22970515
50,Plane,RW,biplane_55.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_55.png,80151,1.055428,-0.48900345,3.6140957,0.9334984,-1.1220027,0.27770802,-0.7094313,-0.04443407,1.1959091,0.8415947,-0.35419,-0.065871835,0.58297396,0.90752673,0.96465147,-0.09166789,-0.80011827,0.77212477,-0.5475879,0.33742893,0.6110736,0.12257476,2.1019466,-0.6584043,1.0126686,-0.290207,-0.335231,1.46626,0.3272619,-0.4554469,-1.3883917,-0.47094473
51,Plane,RW,biplane_56.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_56.png,100416,1.7972066,-0.32913613,-0.48131442,-1.5900066,-2.401514,1.0840211,-1.1072911,-0.94520956,-0.9498416,0.30682698,-0.33548817,1.9369109,0.5836253,1.2750262,0.03544373,-1.2580599,0.06938307,0.3661793,-0.944584,0.97471213,-0.38153964,0.79253554,-1.2841282,1.0432018,-2.9055047,-0.73204464,-1.6645105,-0.7881799,0.6031816,1.3035626,-1.3104036,0.24160779
52,Plane,RW,biplane_57.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_57.png,117571,3.0073695,-0.35062677,0.83356637,-1.2436869,0.87086886,-0.16712165,0.86451,-0.6079952,-0.23836061,0.6955576,1.0653352,-0.7131963,1.3458292,0.102301225,0.67918795,-0.43458626,0.6987679,1.9750439,1.6587574,1.3029974,-0.8234113,0.85509664,-1.2425007,0.6108102,0.084263265,-0.7345977,0.0253191,0.2241233,-1.1632465,-0.16743393,0.015924089,1.0016663
