,Class,DataType,filename,img_path,size,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31
10,Plane,RW,biplane_12.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_12.png,60063,0.24928972,0.33581337,0.08990773,-0.49517566,-0.3380841,0.19780134,-0.12660795,-0.23022228,0.024950814,0.22241366,0.16962583,0.20335124,-0.26064178,0.18996447,-0.28260943,0.035167895,0.058299627,-0.15230982,0.089605115,0.25192654,-0.09870983,0.046614468,0.1406283,0.24285953,-0.033050314,-0.07909527,-0.04509557,-0.12599672,-0.067651406,0.2505462,-0.3962669,0.25428948
11,Plane,RW,biplane_13.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_13.png,10220,-0.32271212,0.024335254,-0.27483988,-0.37629974,0.24652895,-0.06127239,-0.08255294,0.3560608,-0.054637887,0.49955282,0.09820408,-0.09572192,0.43147013,0.13274209,-0.60907376,-0.3501117,0.15291269,-0.14567243,-0.24693087,0.024542876,-0.10770032,0.14708443,-0.33588225,-0.27708647,-0.14930466,-0.024645876,-0.09488036,-0.0039849468,-0.19268356,0.34839264,-0.06712531,-0.2494572
12,Plane,RW,biplane_14.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_14.png,70512,0.007590911,0.26710168,0.188545,-0.5896541,-0.077218965,-0.18309915,-0.5785769,-0.24485601,0.1412833,0.6442994,0.11845554,0.21974581,-0.22410908,-0.18087222,-0.3522261,0.3299927,0.037098363,0.27627093,0.15661764,0.10374342,0.030919008,0.100749314,-0.37361515,0.3125708,0.21572705,-0.48197287,-0.07161148,-0.12501778,-0.22436081,0.091535844,-0.4459943,-0.06560026
13,Plane,RW,biplane_15.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_15.png,40978,-0.5113221,0.2491594,-0.06404468,0.012624837,-0.21711415,-0.11337937,-0.20831415,0.1928577,0.42649105,0.6874722,0.19773498,-0.021558683,0.36714306,0.10307396,-0.6239857,-0.30845377,0.09082554,0.0671928,-0.12569207,-0.091149606,0.089773245,-0.1970881,0.062660985,-0.021000365,-0.06577362,0.000862238,-0.56749326,-0.18414794,-0.059425134,-0.22726771,-0.22693965,-0.27107656
14,Plane,RW,biplane_16.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_16.png,29686,-0.07887224,0.16696483,0.16572551,-0.42817706,0.1606945,-0.07829087,-0.046281554,-0.43914026,0.15357596,0.5242136,0.72892845,0.115173906,-0.037857614,-0.2197994,-0.33169967,0.18035401,0.08122816,-0.063828446,0.21465555,0.2548121,-0.11251559,0.1509848,0.16349578,0.32655832,-0.059741985,-0.35353348,-0.0031482156,0.057477813,0.1174341,0.07727269,-0.5352661,0.102299936
15,Plane,RW,biplane_17.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_17.png,51860,0.066833146,0.16508614,0.0091603575,-0.41398,0.02063955,-0.0731302,-0.2116612,-0.33090928,0.097637445,0.22428702,0.32841712,0.1292081,-0.23671931,-0.16336614,-0.685914,0.22214833,0.044011258,-0.004831965,0.11158399,0.09946823,0.040199544,0.20387417,-0.0030985079,0.35427848,0.19670798,-0.3401464,-0.20021005,0.013601759,-0.057839606,0.14215633,-0.23962969,0.083945855
16,Plane,RW,biplane_18.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_18.png,127969,-0.1090499,0.002386701,-0.19058073,-0.16470376,-0.50805414,-0.05105222,-0.5754204,-0.08017456,0.2514832,0.003877746,-0.2025264,-0.20753811,0.13167362,-0.1996653,0.22562535,0.1992334,-0.018176842,-0.03499316,-0.17679584,-0.31858888,-0.11255552,0.17860836,0.00022273141,0.03984254,0.11070909,-0.39386806,-0.34320787,0.22822876,-0.41327778,-0.048057467,0.035177764,-0.2891956
17,Plane,RW,biplane_19.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_19.png,86869,-0.24559261,0.3014434,0.04963878,-0.28181747,0.07374604,-0.122151025,-0.116600126,-0.4267804,-0.23306239,0.5975238,0.3403868,-0.0698096,-0.034219403,0.13023005,-0.22459695,0.0030966154,-0.19011144,-0.017377522,0.21360494,0.42944834,-0.055816744,0.04912602,0.2786348,0.13401759,-0.12951885,-0.14579396,0.23191948,-0.020586051,-0.045888443,0.27476895,-0.40323356,-0.22475162
18,Plane,RW,biplane_20.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_20.png,91998,0.1347957,0.34316036,-0.11188534,-0.12768294,-0.071947634,0.056828547,-0.12442327,-0.034659393,0.20167598,-0.09783911,0.00090881786,0.2824518,-0.30685258,0.03047632,-0.082971275,0.2997572,-0.08582422,-0.44853884,0.067504436,-0.08795895,-0.076177485,0.09398563,0.1782191,0.1276275,-0.330248,0.09595324,-0.5398333,0.062465366,0.27302244,0.24840128,-0.13028803,-0.047824576
19,Plane,RW,biplane_21.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_21.png,105069,-0.012591816,0.5115458,0.31579328,-0.16265427,0.050639924,-0.32950568,-0.29335472,-0.43021443,0.15222788,0.73362684,0.30683738,0.019587107,0.015087012,-0.08896122,-0.23319268,0.07413785,-0.14030007,-0.16064066,0.14494255,0.17126594,-0.19274682,0.17838635,-0.44035935,0.33365142,-0.011186445,-0.29156792,0.25329244,0.03762464,0.058082707,0.34651595,-0.36768085,0.0070358757
20,Plane,RW,biplane_22.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_22.png,156660,-0.35777095,0.19274907,-0.4373726,-0.6714944,0.18698394,-0.1493603,-0.41513464,0.028814733,0.4751425,0.42141822,0.74697274,0.16224743,0.2707107,-0.2062106,-0.17349273,0.059725758,0.20475535,-0.15068294,0.22423188,-0.18673031,0.08958796,0.07949105,-0.38227984,-0.33803102,0.25664476,-0.24613373,-0.5758919,-0.027979817,-0.22028926,0.039249476,-0.08324714,-0.036465023
21,Plane,RW,biplane_23.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_23.png,126681,0.008266885,0.042127207,0.04566317,-0.49809778,-0.078297384,0.14938661,-0.32749897,-0.30414253,0.5535729,0.12900451,0.1828334,0.4021991,-0.3579442,0.0796852,-0.5428784,-0.23508564,-0.0054095387,0.093967155,0.05013258,0.3737179,0.15373378,0.25663266,-0.073098876,0.2788245,0.14057608,-0.39736032,-0.24189708,0.22812179,-0.1492724,-0.086163044,-0.50220525,0.19996695
22,Plane,RW,biplane_24.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_24.png,168439,-0.36394963,0.3654835,0.07902872,-0.646138,-0.004957781,-0.11310366,-0.30728292,0.018314812,0.4858815,0.40201694,0.47188434,0.28054455,0.014502283,-0.13565116,-0.08612819,-0.29378644,0.3640751,-0.20603454,0.19872646,0.10609693,-0.03314864,0.01591272,-0.2929888,-0.30726057,0.08519118,-0.03394738,-0.30660638,0.05560287,-0.36371404,0.29162246,-0.11377638,0.00814141
23,Plane,RW,biplane_25.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_25.png,69487,0.19187726,0.37099457,0.06851797,-0.15444684,0.06762009,-0.1806719,-0.14487578,-0.5033026,0.38238406,0.016170418,0.40295422,0.33761674,-0.05465598,-0.028629575,-0.24230966,-0.22785203,-0.20935602,-0.4256287,0.09325867,0.25150287,0.10475056,0.18684204,-0.117743656,-0.048574034,-0.25054973,-0.26991048,-0.18855783,0.64530206,-0.3103171,0.13237885,-0.60526705,-0.04579536
24,Plane,RW,biplane_26.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_26.png,24254,-0.47973156,0.25165188,-0.24057484,-0.028084787,0.21765956,-0.3816608,-0.14446998,0.2651575,0.044969097,0.6909068,0.060268905,0.25898486,0.11197251,0.45245552,-0.6192486,-0.074215636,-0.064680666,-0.02961783,-0.104105674,-0.14269985,-0.2634091,0.034351606,0.019557986,-0.05735294,-0.30638382,0.20196024,0.012232868,-0.04721446,-0.13088217,0.043579936,0.03428077,-0.13618135
25,Plane,RW,biplane_27.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_27.png,120843,0.29072785,0.5084957,0.0025700377,-0.2359111,-0.23879677,0.12155793,-0.24447703,-0.3530642,0.12460093,0.5068891,-0.112468526,0.15974379,-0.16283031,-0.3145794,0.089394584,0.027669812,0.13482356,-0.028628867,-0.04341503,0.17947969,0.26831025,-0.07104222,0.05379733,0.2872814,-0.12857693,-0.04626636,-0.5945176,-0.04792166,-0.2592635,0.13200195,-0.29907063,0.044556726
26,Plane,RW,biplane_28.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_28.png,142014,0.23180766,0.40464258,0.02093171,-0.13660412,-0.1927474,0.06547028,-0.26266506,-0.108024366,0.32703176,0.17397232,-0.32507455,0.37436837,-0.3268174,0.017495297,-0.15472794,-0.026532669,0.008131455,-0.1078536,-0.018472223,0.32568082,0.071274064,-0.067748755,0.12577468,0.20397931,-0.1607974,0.15744843,-0.30202338,0.050554305,-0.15277554,0.30561632,-0.16337134,0.11793911
27,Plane,RW,biplane_30.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_30.png,49340,-0.383158,0.6397129,-0.48638967,-0.2956127,0.06883414,-0.17431669,-0.054122813,-0.14323154,0.25164938,0.61937314,0.0750329,0.03465201,0.27249205,0.39211524,-0.93017155,0.18715894,0.13405149,0.13470419,0.098991804,0.08216237,-0.12738523,0.18854071,0.051871758,-0.25300962,-0.08345363,-0.22093645,-0.014637715,-0.033057597,-0.025218932,0.33363006,-0.0027521658,-0.4362417
28,Plane,RW,biplane_31.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_31.png,41631,-0.5698534,0.09699305,0.1519348,-0.27854532,0.029534506,-0.08495527,0.13785765,0.19229881,0.15353039,0.6817638,0.4921375,0.13032599,0.2185142,0.10873177,-0.40684962,-0.042115264,-0.09976972,-0.15626217,-0.32982728,-0.4280859,0.12146862,-0.36863765,0.13830543,0.22935727,-0.36823934,0.11234191,-0.23694737,-0.25544602,-0.019840168,-0.13591371,-0.22818354,-0.107044846
29,Plane,RW,biplane_32.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_32.png,103814,0.12446488,0.24045797,-0.15387684,-0.039761085,-0.10725721,0.035238147,-0.19840074,-0.13287957,0.13219479,-0.0761489,0.013591019,0.12859266,-0.14472173,-0.0042459974,-0.17454258,0.048691846,0.027888902,-0.11610982,-0.22327265,0.023473972,0.15574904,-0.026984336,0.21473654,0.14364807,0.08200697,-0.07796145,-0.5078184,0.16337115,-0.12618725,0.15670262,-0.35873708,0.21374486
30,Plane,RW,biplane_33.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_33.png,103935,-0.23382975,0.22351584,-0.014975631,-0.41809827,0.11116725,-0.28133705,-0.30458963,-0.18459421,0.0226616,0.6281316,0.3527246,-0.017907899,0.049584333,0.11977396,-0.29186428,0.053216513,-0.39978558,0.036075536,-0.022165122,0.15422216,-0.2239169,-0.18170469,-0.12646885,-0.010416683,-0.06736791,-0.25140634,0.106452815,0.2353538,0.06830298,0.27627715,-0.5676818,0.21854794
31,Plane,RW,biplane_34.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_34.png,99738,0.10140002,0.09421839,0.07785516,-0.34217957,-0.2724823,0.36652824,-0.27108935,-0.11259021,0.14910144,0.36340818,-0.17686658,0.35384962,-0.216681,-0.045295224,-0.2532426,-0.07240088,-0.115840666,-0.14935748,-0.3163536,0.13772574,0.19572732,-0.08261444,0.035904873,0.07544449,0.022485327,0.10838309,-0.21967629,-0.08011491,0.120933086,0.29769185,-0.39903146,0.08398866
32,Plane,RW,biplane_35.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_35.png,119439,-0.2414544,0.3262962,-0.3042484,0.26584357,0.04072088,-0.115643114,-0.36315578,-0.4713422,-0.03881274,0.23572196,-0.016506232,0.12148341,-0.031707406,0.21882442,-0.27228722,0.015236191,-0.1518615,-0.40841487,0.6630268,-0.17663789,-0.08749072,-0.43015373,-0.21550277,0.13341455,-0.0634739,-0.3591856,-0.5421645,0.44468966,0.10599931,0.30230463,-0.59901834,-0.4974072
33,Plane,RW,biplane_36.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_36.png,108331,0.10457654,0.54784673,0.11384047,-0.3317525,-0.17383397,0.28448224,-0.06458558,0.0362539,-0.056584395,0.025395667,0.44890124,0.3616907,0.3210381,-0.057101555,0.08672049,-0.21156676,0.23687242,-0.0141077675,0.411987,-0.25025827,-0.20754054,0.2517748,0.23973396,0.02060868,0.027544446,-0.021946628,-0.035434697,-0.009567575,-0.44042063,-0.56554604,-0.22368822,-0.007459162
34,Plane,RW,biplane_37.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_37.png,177378,0.03537128,0.6739795,0.309101,-0.28252876,0.20662408,-0.35451782,-0.6652641,-0.14602517,0.07110707,0.2418281,0.045511916,0.08238245,0.009558746,-0.35387897,-0.61597234,-0.29581174,-0.2977961,0.10050427,0.40082288,0.11150806,0.10091096,-0.0061094174,-0.09321447,0.2807648,0.08425312,-0.39649245,-0.027861627,-0.025168298,-0.09282302,0.22044654,-0.34522372,0.27401182
35,Plane,RW,biplane_39.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_39.png,68833,-0.10766879,0.12720308,-0.014198684,0.3144597,-0.19040303,0.49439678,-0.45202476,0.1298459,0.004432698,0.2092746,-0.29386085,-0.30544007,-0.17124186,0.20163395,-0.20680171,-0.13445185,-0.025041586,-0.5562916,0.35005173,-0.188242,-0.028717121,0.18042898,0.404461,0.10398763,0.17785664,-0.0852153,-0.010670518,0.012999935,0.03398838,0.04388029,-0.13234514,-0.06494275
36,Plane,RW,biplane_40.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_40.png,16985,0.15052372,0.30651194,-0.22134511,0.18388282,0.0415394,-0.187141,-0.2897484,-0.32358134,-0.3275622,0.17259082,0.18124849,-0.15802348,-0.5274421,-0.29715297,0.021357922,-0.57518166,-0.18570812,-0.39808193,0.056507576,-0.24720034,0.18245889,-0.084070325,0.014257421,0.19523424,-0.214334,-0.07296354,-0.14342998,0.2391476,0.0013919855,-0.17862464,0.09981068,-0.062443588
37,Plane,RW,biplane_41.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_41.png,110747,-0.100122124,0.52217424,-0.20803997,-0.00874247,0.008943357,-0.24818681,-0.14532304,0.17956503,-0.104782075,0.4029641,0.069126405,0.08832697,0.036543783,0.26384965,-0.5899872,-0.05501484,0.15994874,-0.07553342,0.14714813,0.042359572,-0.002461407,-0.43304098,-0.14258043,0.14145419,0.0929097,-0.2817268,-0.41572937,-0.0022226637,-0.15233843,0.3541942,-0.24796608,-0.1799376
38,Plane,RW,biplane_42.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_42.png,85551,-0.2705503,0.45629796,-0.10827386,-0.12212798,0.003718202,0.08845912,0.19248316,-0.021490825,-0.099582374,0.45979038,-0.0073253373,0.375976,0.09747485,0.058417045,-0.6023128,-0.2758555,0.18076083,-0.150966,-0.05530586,-0.07599002,0.02770893,-0.07675847,0.0041658366,-0.2943652,0.058420733,-0.0151467165,-0.4835206,-0.12823752,0.023372283,0.11838361,-0.17320722,-0.16030727
39,Plane,RW,biplane_43.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_43.png,106698,0.113379285,0.46120763,0.023749623,-0.37436154,-0.028985081,0.07023251,-0.15881144,-0.20325722,0.33237734,0.057793196,0.30911678,0.15094641,-0.26606172,0.07487716,-0.2689275,0.22912177,0.1518678,-0.23118353,0.17781785,0.20693745,-0.049566764,0.3627931,0.16460103,0.29341492,0.03128942,0.037086386,-0.21373658,0.11222306,-0.106030665,-0.04618599,-0.50279343,0.1501038
40,Plane,RW,biplane_45.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_45.png,55661,-0.022868786,0.0058435644,0.17174691,-0.41905028,-0.19719028,-0.119408496,-0.16219331,-0.3966619,-0.02590236,0.49032226,0.02888754,0.5204467,-0.3134997,-0.24779706,-0.6214574,0.2967629,-0.19050325,0.15223832,0.24340515,0.2941553,-0.08718814,0.34767786,0.12554991,-0.1087629,0.16492057,-0.05509568,0.02595058,0.09053855,-0.26907194,0.029432496,-0.26096225,0.048059307
41,Plane,RW,biplane_46.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_46.png,38676,0.21085688,0.12423299,-0.2821932,-0.12654291,-0.21977836,0.29897904,-0.22117229,-0.1812052,-0.20727879,0.43208674,-0.08793805,0.30904284,-0.14406459,0.22002828,-0.14591259,0.15661266,-0.39971772,-0.14493757,-0.24692586,0.07752559,0.23418286,0.12565203,-0.27676523,0.13006766,0.076508,-0.26799265,-0.12324817,0.19865139,0.12837999,0.638208,-0.3533134,-0.060534667
42,Plane,RW,biplane_47.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_47.png,53961,0.07614808,0.3761983,-0.15213922,0.15102719,-0.15839556,-0.02222046,-0.37351793,-0.3242759,-0.14402626,0.54425,0.01415345,-0.061559997,0.13967194,0.0661531,-0.592419,0.167759,-0.2665851,0.16461651,0.110176444,0.1305721,-0.09045752,0.2607774,-0.06995384,0.03029598,-0.012319163,-0.093308285,-0.09031081,0.106682904,0.06859778,0.4711859,-0.23219901,0.064726636
43,Plane,RW,biplane_48.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_48.png,136887,-0.4652682,0.37614417,0.17815155,-0.66856796,0.04231076,0.02278327,-0.038642958,0.039076928,0.24156116,0.17867713,0.42882648,0.0645045,0.023541383,-0.032732703,-0.4735118,-0.36014143,-0.25670564,-0.028471326,-0.03797309,0.13690743,-0.34683838,0.09177244,0.07418357,0.025387568,0.20820376,0.053199705,-0.24612077,0.19364323,0.033531163,0.0500701,-0.31643358,-0.22263142
44,Plane,RW,biplane_49.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_49.png,136161,0.01715826,0.05368055,-0.023937933,-0.35837337,-0.12974499,0.17767763,-0.09049374,-0.2224352,0.34076518,0.2994538,-0.15051791,0.5628636,-0.40226567,0.10955589,-0.49524283,-0.04125822,-0.22338334,0.041765075,-0.12834877,0.37759188,0.23127855,-0.05340947,-0.022819627,0.29634824,0.024484934,-0.15951842,-0.23966125,0.22944938,-0.24792473,0.098558374,-0.398977,0.13132723
45,Plane,RW,biplane_50.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_50.png,197331,0.38056034,0.30764726,0.29981896,-0.30299962,-0.3450706,0.43897003,-0.110116065,-0.08945734,0.10552154,0.38030174,0.8582659,0.33497813,0.19294403,-0.23521921,-0.0041411174,0.01131654,-0.0066420585,-0.17954485,0.19480993,-0.5636833,-0.17404154,0.1085775,0.23623559,-0.08124023,0.12331638,0.3277302,0.15743446,0.27969334,-0.2861926,-0.27625254,-0.023730857,0.044898514
46,Plane,RW,biplane_51.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_51.png,48406,-0.20974101,0.52808404,-0.2981945,-0.063853584,-0.30055636,-0.38959834,0.03621988,-0.19609688,0.21134248,0.3060045,0.02946268,0.2453661,0.056143776,0.35987067,-0.58189404,0.12756851,-0.062108602,-0.09007736,0.46755686,0.2416733,-0.17163225,0.101000406,-0.10758624,-0.13421325,-0.13973011,-0.14651772,0.31812072,-0.012424407,0.08214613,0.6099291,-0.1105967,-0.3210241
47,Plane,RW,biplane_52.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_52.png,17959,-0.14365582,0.08328468,0.17494485,-0.3305902,0.011480335,-0.13399993,-0.24319951,-0.48115394,0.08156669,0.15469784,-0.059183516,0.0756646,-0.41093978,0.28778052,-0.47425622,-0.11668699,0.044193033,0.29462293,0.19365332,0.032672904,-0.11616232,0.17602138,0.26204485,0.008266103,0.10687714,-0.44471636,-0.3427646,-0.043769866,-0.06499015,0.16662885,-0.18280955,-0.2089063
48,Plane,RW,biplane_53.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_53.png,75603,-0.46451855,0.20899673,-0.1397596,-0.22489198,0.0039206524,-0.10925149,-0.1304978,-0.12964447,0.19072665,0.5643701,0.18851507,-0.16208619,0.1969739,0.049594723,-0.6668876,-0.34041825,0.3703389,-0.16042186,-0.14593826,-0.12465573,-0.06306549,-0.24884288,-0.17638992,-0.25182194,0.24135718,0.02861076,-0.32288206,-0.08347681,0.032335535,0.19835962,-0.3590335,-0.15995698
49,Plane,RW,biplane_54.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_54.png,106650,-0.27454653,0.20739008,-0.050044183,0.038834915,0.2179465,-0.0112498505,-0.69717073,-0.14264068,0.13353887,0.38307017,-0.14887935,0.07568096,0.16009308,-0.20987645,-0.60446656,-0.33763614,-0.039152525,0.01471797,0.2520042,0.081479765,0.030195136,-0.023929501,-0.16225272,-0.34916207,0.31954095,-0.29164284,0.21593846,0.049001753,0.02758602,0.22025996,-0.7604792,-0.65304416
50,Plane,RW,biplane_55.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_55.png,80151,0.09895473,0.4075733,-0.030500226,-0.05433222,-0.31536466,0.03448876,-0.15921,-0.2398947,-0.14280185,-0.0004895349,-0.008353186,0.17437339,-0.1371092,-0.15473351,-0.07283518,0.16219442,-0.24443917,-0.3496163,-0.14593235,-0.017821928,0.020322531,-0.08723456,0.24194843,0.029880444,-0.037236303,0.21710353,-0.4603693,-0.047475338,0.06221351,0.35018933,-0.12562263,-0.12671569
51,Plane,RW,biplane_56.png,D:/AI_Learning_Images/snips/20200828T1120_results/biplane_56.png,100416,-0.25791496,0.7334204,-0.16415806,-0.20648941,0.24264109,-0.27104595,-0.041924555,-0.0935963,-0.034772437,0.44420746,-0.06365244,0.13718668,0.023549747,-0.17776173,-0.79401577,-0.040185202,-0.07442082,0.11994731,0.4409152,0.1521851,0.13224146,-0.0074976278,-0.16090252,0.11381858,0.10297682,-0.3201894,0.16625519,-0.0427887,0.1974014,0.3012892,-0.2740356,-0.37453526
